txid,timestamp,input_wallet,output_wallet,amount,fee,fee_ratio,script_type,pattern_label,network_observation_count,unique_src_ips,unique_dst_ips,unique_ips,avg_observation_delay_ms,min_observation_delay_ms,max_observation_delay_ms
TX_000286,2026-03-04 19:55:58,wallet_047,wallet_094,0.1159956,0.00013629,0.00117496,P2WPKH,normal,5,5,5,10,1337.0,686.0,1932.0
TX_000287,2026-03-04 19:57:48,wallet_042,wallet_096,0.01107227,7.365e-05,0.00665175,P2PKH,normal,2,2,2,4,866.0,736.0,996.0
TX_000288,2026-03-04 21:18:44,wallet_070,wallet_047,0.50741333,0.00142061,0.00279971,P2WPKH,normal,1,1,1,2,752.0,752.0,752.0
TX_000289,2026-03-04 21:21:16,wallet_022,wallet_033,0.35640196,0.00168191,0.00471914,P2WPKH,normal,1,1,1,2,139.0,139.0,139.0
TX_000290,2026-03-04 22:01:33,wallet_038,wallet_096,0.20151517,0.0009296,0.00461305,P2WPKH,normal,5,5,5,10,1097.6,122.0,1888.0
TX_000291,2026-03-04 22:35:41,wallet_060,wallet_010,0.09359277,0.00012391,0.00132393,P2WPKH,normal,3,3,3,6,1218.0,671.0,1586.0
TX_000292,2026-03-04 22:57:56,wallet_087,wallet_093,0.11776121,0.00045093,0.00382919,P2PKH,normal,3,3,3,6,1365.67,743.0,1995.0
TX_000293,2026-03-04 23:51:06,wallet_072,wallet_047,2.59084632,0.00145549,0.00056178,P2PKH,normal,3,3,3,6,695.67,266.0,1279.0
TX_000294,2026-03-04 23:57:50,wallet_034,wallet_069,1.55820511,0.00114945,0.00073768,P2PKH,normal,1,1,1,2,347.0,347.0,347.0
TX_000295,2026-03-05 00:27:20,wallet_096,wallet_087,0.11332807,0.00020691,0.00182576,P2PKH,normal,5,5,5,9,1288.2,548.0,2079.0
TX_000296,2026-03-05 00:38:34,wallet_082,wallet_048,0.06704065,9.23e-05,0.00137678,P2PKH,normal,2,2,2,4,988.0,779.0,1197.0
TX_000297,2026-03-05 00:52:54,wallet_004,wallet_080,0.12869074,0.00062045,0.00482125,P2SH,normal,4,4,4,8,858.0,417.0,1530.0
TX_000298,2026-03-05 01:11:55,wallet_079,wallet_029,0.154423,0.0005555,0.00359726,P2SH,normal,1,1,1,2,645.0,645.0,645.0
TX_000299,2026-03-05 01:18:53,wallet_060,wallet_090,0.05687098,0.0001399,0.00245995,P2PKH,normal,3,3,3,6,979.0,606.0,1447.0
TX_000300,2026-03-05 01:32:10,wallet_018,wallet_006,0.30767575,0.00150736,0.00489918,P2PKH,normal,1,1,1,2,728.0,728.0,728.0
TX_000301,2026-03-05 01:47:32,wallet_064,wallet_015,0.18669823,0.00015758,0.00084404,P2WPKH,normal,2,2,2,4,778.5,506.0,1051.0
TX_000302,2026-03-05 01:50:35,wallet_018,wallet_050,0.13683873,0.00036786,0.00268827,P2SH,normal,2,2,2,4,244.5,114.0,375.0
TX_000303,2026-03-05 01:52:03,wallet_096,wallet_090,0.10835283,0.00056308,0.00519673,P2PKH,normal,4,4,4,8,1030.5,97.0,2032.0
TX_000304,2026-03-05 02:15:05,wallet_096,wallet_094,0.55560443,0.00052624,0.00094715,P2PKH,normal,2,2,2,4,849.5,578.0,1121.0
TX_000305,2026-03-05 02:43:48,wallet_013,wallet_063,0.09366723,0.00034193,0.00365048,P2WPKH,normal,2,2,2,4,248.5,128.0,369.0
TX_000306,2026-03-05 02:54:34,wallet_036,wallet_005,4.1396767,0.005,0.00120782,P2PKH,normal,4,4,4,8,1192.0,388.0,2054.0
TX_000307,2026-03-05 03:03:18,wallet_057,wallet_031,0.27353523,0.00122393,0.00447449,P2PKH,normal,1,1,1,2,220.0,220.0,220.0
TX_000308,2026-03-05 03:07:27,wallet_088,wallet_048,0.24839693,0.00073753,0.00296916,P2WPKH,normal,5,4,5,9,1751.2,702.0,2908.0
TX_000309,2026-03-05 03:08:59,wallet_046,wallet_008,0.40077821,0.00087195,0.00217564,P2PKH,normal,1,1,1,2,66.0,66.0,66.0
TX_000310,2026-03-05 03:46:01,wallet_016,wallet_059,1.48610843,0.00086617,0.00058284,P2PKH,normal,5,5,4,9,1014.2,148.0,1704.0
TX_000311,2026-03-05 03:49:11,wallet_082,wallet_077,0.10932619,0.00058115,0.00531574,P2PKH,normal,4,4,4,8,989.75,440.0,1413.0
TX_000312,2026-03-05 03:52:55,wallet_043,wallet_032,0.45203043,0.00228539,0.00505583,P2SH,normal,4,4,4,8,1324.75,720.0,2223.0
TX_000313,2026-03-05 03:56:40,wallet_027,wallet_009,0.42834762,0.00183454,0.00428283,P2SH,normal,5,5,5,10,1655.8,544.0,2795.0
TX_000314,2026-03-05 04:11:38,wallet_076,wallet_028,0.77252193,0.00320495,0.00414868,P2PKH,normal,1,1,1,2,143.0,143.0,143.0
TX_000315,2026-03-05 04:20:41,wallet_100,wallet_019,0.16133957,0.00068961,0.00427428,P2SH,normal,3,3,3,6,804.0,277.0,1398.0
TX_000316,2026-03-05 04:54:46,wallet_036,wallet_019,0.69568405,0.0034859,0.00501075,P2SH,normal,2,2,2,4,1053.5,722.0,1385.0
TX_000317,2026-03-05 05:06:29,wallet_023,wallet_015,0.09909308,0.00038089,0.00384376,P2PKH,normal,1,1,1,2,418.0,418.0,418.0
TX_000318,2026-03-05 05:13:49,wallet_002,wallet_046,0.01535374,0.00011097,0.00722755,P2PKH,normal,3,3,3,6,742.67,459.0,1055.0
TX_000319,2026-03-05 05:41:31,wallet_042,wallet_003,0.0334969,8.195e-05,0.0024465,P2PKH,normal,3,3,3,6,524.33,281.0,957.0
TX_000320,2026-03-05 06:27:39,wallet_095,wallet_054,0.22747023,0.00065912,0.00289761,P2SH,normal,1,1,1,2,575.0,575.0,575.0
TX_000321,2026-03-05 06:37:30,wallet_061,wallet_058,0.65109025,0.00259725,0.00398908,P2SH,normal,4,4,4,8,1414.5,626.0,1972.0
TX_000322,2026-03-05 06:57:14,wallet_014,wallet_058,0.25025986,0.00069287,0.0027686,P2WPKH,normal,1,1,1,2,767.0,767.0,767.0
TX_000323,2026-03-05 06:59:53,wallet_006,wallet_094,0.27205072,0.00112128,0.00412158,P2WPKH,normal,3,3,3,6,390.33,127.0,644.0
TX_000324,2026-03-05 07:08:12,wallet_067,wallet_039,0.44163303,0.00108537,0.00245763,P2WPKH,normal,2,2,2,4,662.5,321.0,1004.0
TX_000325,2026-03-05 07:11:21,wallet_008,wallet_062,0.41117093,0.0017982,0.00437336,P2PKH,normal,1,1,1,2,742.0,742.0,742.0
TX_000326,2026-03-05 07:26:45,wallet_014,wallet_063,0.9967976,0.00362927,0.00364093,P2PKH,normal,5,4,5,9,1088.8,93.0,2003.0
TX_000327,2026-03-05 08:11:46,wallet_011,wallet_042,0.12432278,0.000433,0.00348287,P2PKH,normal,5,5,5,10,1448.8,521.0,2479.0
TX_000328,2026-03-05 08:19:24,wallet_036,wallet_080,0.36225194,0.00120996,0.00334011,P2SH,normal,4,4,4,8,908.75,336.0,1441.0
TX_000329,2026-03-05 08:25:16,wallet_042,wallet_049,1.36577984,0.005,0.00366091,P2SH,normal,2,2,2,4,873.5,695.0,1052.0
TX_000330,2026-03-05 09:07:18,wallet_059,wallet_065,0.36147636,0.0011585,0.00320491,P2PKH,normal,2,2,2,4,185.0,111.0,259.0
TX_000331,2026-03-05 09:15:50,wallet_090,wallet_015,1.04536902,0.0045228,0.00432651,P2SH,normal,3,3,3,6,977.33,623.0,1512.0
TX_000332,2026-03-05 09:19:14,wallet_099,wallet_071,0.13086813,0.00052533,0.00401419,P2PKH,normal,3,3,3,6,786.0,382.0,1087.0
TX_000333,2026-03-05 09:24:36,wallet_058,wallet_030,0.70936887,0.00155931,0.00219817,P2WPKH,normal,5,5,5,9,1537.8,635.0,2311.0
TX_000334,2026-03-05 09:45:15,wallet_052,wallet_054,0.71768031,0.00268755,0.00374477,P2PKH,normal,1,1,1,2,265.0,265.0,265.0
TX_000335,2026-03-05 10:09:05,wallet_041,wallet_086,0.03147185,9.245e-05,0.00293755,P2WPKH,normal,4,4,4,8,1062.5,611.0,1698.0
TX_000336,2026-03-05 10:17:44,wallet_088,wallet_061,0.31259626,0.00018409,0.00058891,P2WPKH,normal,2,2,2,4,347.5,79.0,616.0
TX_000337,2026-03-05 10:21:54,wallet_012,wallet_056,0.27381928,0.00020694,0.00075575,P2SH,normal,2,2,2,4,1114.5,764.0,1465.0
TX_000338,2026-03-05 10:32:18,wallet_017,wallet_072,0.60815742,0.00028956,0.00047613,P2WPKH,normal,5,5,5,9,1047.8,282.0,2031.0
TX_000339,2026-03-05 10:44:51,wallet_072,wallet_043,0.27710383,0.00098746,0.0035635,P2PKH,normal,5,5,4,8,1121.0,432.0,2097.0
TX_000340,2026-03-05 11:03:55,wallet_086,wallet_097,5.32432477,0.005,0.00093909,P2WPKH,normal,2,2,2,4,510.0,346.0,674.0
TX_000341,2026-03-05 11:04:26,wallet_007,wallet_037,1.89382074,0.005,0.00264017,P2PKH,normal,1,1,1,2,205.0,205.0,205.0
TX_000342,2026-03-05 11:55:44,wallet_074,wallet_065,0.4530873,0.00056762,0.00125278,P2SH,normal,1,1,1,2,338.0,338.0,338.0
TX_000343,2026-03-05 12:20:28,wallet_029,wallet_014,0.30128239,0.000597,0.00198153,P2SH,normal,2,2,2,4,382.0,142.0,622.0
TX_000344,2026-03-05 12:39:17,wallet_015,wallet_098,0.05682918,0.00013325,0.00234475,P2PKH,normal,1,1,1,2,388.0,388.0,388.0
TX_000345,2026-03-05 12:50:29,wallet_055,wallet_072,0.27822087,0.0014064,0.00505498,P2WPKH,normal,4,3,3,6,525.5,123.0,817.0
TX_000346,2026-03-05 13:42:36,wallet_079,wallet_087,0.25160737,0.00086753,0.00344795,P2PKH,normal,2,2,2,4,881.0,534.0,1228.0
TX_000347,2026-03-05 13:54:45,wallet_085,wallet_089,4.69467704,0.005,0.00106504,P2PKH,normal,3,3,3,6,829.0,253.0,1283.0
TX_000348,2026-03-05 14:05:05,wallet_090,wallet_098,0.41842534,0.00072535,0.00173352,P2PKH,normal,1,1,1,2,93.0,93.0,93.0
TX_000349,2026-03-05 14:06:22,wallet_001,wallet_024,0.80669934,0.00356909,0.00442431,P2SH,normal,2,2,2,4,501.5,430.0,573.0
TX_000350,2026-03-05 14:06:37,wallet_052,wallet_009,0.11087402,0.00013817,0.00124619,P2SH,normal,1,1,1,2,111.0,111.0,111.0
TX_000351,2026-03-05 14:14:53,wallet_004,wallet_012,0.62045375,0.00238039,0.00383653,P2PKH,normal,1,1,1,2,178.0,178.0,178.0
TX_000352,2026-03-05 15:05:31,wallet_054,wallet_059,0.01377521,7.439e-05,0.00540028,P2PKH,normal,3,2,3,5,1034.0,499.0,1688.0
TX_000353,2026-03-05 15:14:11,wallet_093,wallet_042,1.02444464,0.00405199,0.0039553,P2SH,normal,4,4,4,8,873.25,244.0,1495.0
TX_000354,2026-03-05 15:26:23,wallet_011,wallet_007,0.08356178,0.00012206,0.00146072,P2SH,normal,1,1,1,2,684.0,684.0,684.0
TX_000355,2026-03-05 15:31:38,wallet_007,wallet_087,0.05781524,7.889e-05,0.00136452,P2PKH,normal,1,1,1,2,724.0,724.0,724.0
TX_000356,2026-03-05 15:35:40,wallet_055,wallet_063,0.18658955,0.0006237,0.00334263,P2PKH,normal,4,4,4,7,1242.25,614.0,1597.0
TX_000357,2026-03-05 15:49:37,wallet_028,wallet_097,0.5858608,0.00157939,0.00269585,P2PKH,normal,4,4,4,7,1237.5,723.0,1966.0
TX_000358,2026-03-05 15:58:47,wallet_015,wallet_037,0.18476756,0.00068251,0.00369388,P2SH,normal,1,1,1,2,681.0,681.0,681.0
TX_000359,2026-03-05 16:16:19,wallet_068,wallet_086,0.06583323,0.00015607,0.00237069,P2PKH,normal,3,3,3,5,560.33,129.0,1137.0
TX_000360,2026-03-05 17:21:24,wallet_077,wallet_008,0.41478423,0.0001071,0.00025821,P2PKH,normal,5,5,4,9,1545.4,475.0,2456.0
TX_000361,2026-03-05 17:24:47,wallet_028,wallet_099,0.08552619,0.00011606,0.00135701,P2PKH,normal,3,3,3,5,1233.67,673.0,1742.0
TX_000362,2026-03-05 19:20:18,wallet_042,wallet_016,0.18315128,7.525e-05,0.00041086,P2SH,normal,1,1,1,2,580.0,580.0,580.0
TX_000363,2026-03-05 19:34:25,wallet_023,wallet_017,0.09895605,0.00024425,0.00246827,P2SH,normal,2,2,2,4,578.5,269.0,888.0
TX_000364,2026-03-05 20:02:18,wallet_065,wallet_072,0.2669067,0.00116659,0.00437078,P2WPKH,normal,4,4,4,8,1168.0,414.0,1994.0
TX_000365,2026-03-05 20:07:10,wallet_010,wallet_051,0.19440478,0.00089034,0.00457983,P2PKH,normal,5,4,5,9,1307.0,147.0,2497.0
TX_000366,2026-03-05 20:11:33,wallet_003,wallet_059,0.26875474,0.00128995,0.00479973,P2WPKH,normal,2,2,2,4,525.5,206.0,845.0
TX_000367,2026-03-05 20:12:27,wallet_074,wallet_055,4.87398661,0.005,0.00102585,P2SH,normal,4,3,4,7,693.0,201.0,1406.0
TX_000368,2026-03-05 20:13:58,wallet_054,wallet_038,0.05909994,8.926e-05,0.00151032,P2PKH,normal,5,4,5,9,1068.2,250.0,1691.0
TX_000369,2026-03-05 20:44:00,wallet_042,wallet_022,1.18092582,0.00480497,0.00406882,P2SH,normal,4,3,4,7,1118.25,688.0,1764.0
TX_000370,2026-03-05 20:55:47,wallet_089,wallet_047,0.00917547,5.488e-05,0.00598116,P2WPKH,normal,1,1,1,2,362.0,362.0,362.0
TX_000371,2026-03-05 21:06:11,wallet_032,wallet_056,0.0543107,0.00021214,0.00390604,P2SH,normal,5,5,5,10,1533.0,266.0,2742.0
TX_000372,2026-03-05 21:10:21,wallet_051,wallet_040,0.28491687,0.0011197,0.00392992,P2PKH,normal,3,3,3,6,673.0,160.0,1260.0
TX_000373,2026-03-05 21:50:05,wallet_100,wallet_022,0.18640127,0.0001384,0.00074248,P2SH,normal,4,4,4,7,1262.75,624.0,1785.0
TX_000374,2026-03-05 21:56:33,wallet_068,wallet_066,0.42034382,0.00049141,0.00116907,P2SH,normal,3,3,3,6,859.0,446.0,1286.0
TX_000375,2026-03-05 22:17:22,wallet_045,wallet_094,0.14452986,0.00074306,0.00514122,P2SH,normal,5,5,5,9,1163.2,206.0,2354.0
TX_000376,2026-03-05 22:20:55,wallet_019,wallet_031,0.20525385,0.00017392,0.00084734,P2PKH,normal,1,1,1,2,238.0,238.0,238.0
TX_000377,2026-03-05 22:46:15,wallet_023,wallet_078,0.20047506,0.00022022,0.00109849,P2SH,normal,4,4,4,8,1062.0,471.0,1675.0
TX_000378,2026-03-05 22:51:26,wallet_010,wallet_023,0.23130464,0.00115132,0.0049775,P2SH,normal,4,4,4,8,635.75,187.0,901.0
TX_000379,2026-03-05 22:56:51,wallet_060,wallet_097,0.2512002,0.00076901,0.00306134,P2SH,normal,2,2,2,4,636.0,259.0,1013.0
TX_000380,2026-03-05 23:00:57,wallet_088,wallet_073,0.19082201,0.0006703,0.0035127,P2WPKH,normal,1,1,1,2,672.0,672.0,672.0
TX_000381,2026-03-05 23:22:16,wallet_042,wallet_081,0.14648711,0.00029157,0.00199041,P2PKH,normal,5,5,4,9,1690.8,658.0,2681.0
TX_000382,2026-03-05 23:28:00,wallet_061,wallet_057,0.16947341,0.00059126,0.00348881,P2SH,normal,3,3,3,6,1367.33,677.0,2037.0
TX_000383,2026-03-05 23:53:47,wallet_076,wallet_008,0.29569771,0.00058951,0.00199362,P2PKH,normal,3,3,3,5,1283.0,511.0,2048.0
TX_000384,2026-03-06 00:04:04,wallet_060,wallet_058,0.30219179,0.00013591,0.00044975,P2PKH,normal,1,1,1,2,143.0,143.0,143.0
TX_000385,2026-03-06 00:26:17,wallet_037,wallet_010,0.10140022,0.00038045,0.00375196,P2WPKH,normal,1,1,1,2,586.0,586.0,586.0
TX_000386,2026-03-06 01:11:46,wallet_012,wallet_079,0.0724523,0.00026815,0.00370106,P2PKH,normal,4,4,4,8,1153.75,94.0,2104.0
TX_000387,2026-03-06 01:12:11,wallet_075,wallet_071,0.03008481,0.00019368,0.0064378,P2SH,normal,2,2,2,4,536.5,257.0,816.0
TX_000388,2026-03-06 01:56:59,wallet_006,wallet_058,1.85451707,0.005,0.00269612,P2SH,normal,4,4,4,8,1024.75,293.0,1606.0
TX_000389,2026-03-06 02:31:09,wallet_025,wallet_042,0.05029742,0.00020414,0.00405866,P2SH,normal,1,1,1,2,733.0,733.0,733.0
TX_000390,2026-03-06 02:40:52,wallet_008,wallet_058,0.08377954,0.00010087,0.00120399,P2WPKH,normal,1,1,1,2,100.0,100.0,100.0
TX_000391,2026-03-06 02:58:52,wallet_044,wallet_092,0.5530106,0.00033381,0.00060362,P2SH,normal,3,2,3,5,1229.67,675.0,1697.0
TX_000392,2026-03-06 03:09:33,wallet_006,wallet_032,0.04094076,0.00019605,0.00478863,P2WPKH,normal,5,5,5,9,1307.8,116.0,2761.0
TX_000393,2026-03-06 03:25:46,wallet_068,wallet_067,0.0272102,0.00013403,0.00492573,P2PKH,normal,3,3,3,6,810.33,315.0,1175.0
TX_000394,2026-03-06 04:25:14,wallet_037,wallet_050,0.11602998,0.00029401,0.00253391,P2PKH,normal,1,1,1,2,74.0,74.0,74.0
TX_000395,2026-03-06 04:54:14,wallet_077,wallet_007,0.71618786,0.00289127,0.00403703,P2SH,normal,2,2,2,4,991.5,680.0,1303.0
TX_000396,2026-03-06 05:26:34,wallet_009,wallet_043,0.21499298,0.00017106,0.00079565,P2SH,normal,3,3,3,6,697.0,310.0,1090.0
TX_000397,2026-03-06 05:37:48,wallet_037,wallet_033,2.96325239,0.005,0.00168734,P2SH,normal,2,2,2,4,743.5,388.0,1099.0
TX_000398,2026-03-06 05:43:55,wallet_078,wallet_020,0.49992797,0.00091661,0.00183348,P2SH,normal,5,5,5,10,963.4,393.0,1627.0
TX_000399,2026-03-06 05:47:05,wallet_019,wallet_045,0.04754223,0.00012702,0.00267173,P2SH,normal,4,4,4,8,888.75,241.0,1530.0
TX_000400,2026-03-06 05:53:36,wallet_085,wallet_051,0.25182545,0.0002343,0.00093041,P2SH,normal,3,3,2,5,319.67,88.0,708.0
TX_000401,2026-03-06 05:54:08,wallet_011,wallet_040,0.03157115,0.00013962,0.00442239,P2SH,normal,2,2,2,4,193.5,150.0,237.0
TX_000402,2026-03-06 06:10:27,wallet_043,wallet_017,0.43267708,0.00151399,0.00349912,P2WPKH,normal,1,1,1,2,753.0,753.0,753.0
TX_000403,2026-03-06 06:31:41,wallet_095,wallet_088,0.12707507,0.00063086,0.00496447,P2PKH,normal,1,1,1,2,155.0,155.0,155.0
TX_000404,2026-03-06 06:32:04,wallet_086,wallet_055,0.4199267,0.00113828,0.00271066,P2PKH,normal,3,3,3,6,1035.67,704.0,1366.0
TX_000405,2026-03-06 06:35:10,wallet_040,wallet_024,1.55992873,0.005,0.00320527,P2PKH,normal,5,5,5,10,1759.6,623.0,2800.0
TX_000406,2026-03-06 06:57:12,wallet_099,wallet_063,1.46901714,0.00157899,0.00107486,P2WPKH,normal,1,1,1,2,486.0,486.0,486.0
TX_000407,2026-03-06 07:01:13,wallet_020,wallet_010,0.18457087,0.00033597,0.00182028,P2SH,normal,3,3,3,6,933.0,390.0,1388.0
TX_000408,2026-03-06 07:11:02,wallet_065,wallet_099,0.58737718,0.00166228,0.00283,P2SH,normal,2,2,2,4,580.0,197.0,963.0
TX_000409,2026-03-06 07:25:50,wallet_068,wallet_005,0.14695693,0.00054134,0.00368366,P2WPKH,normal,1,1,1,2,116.0,116.0,116.0
TX_000410,2026-03-06 07:44:29,wallet_080,wallet_017,0.28316374,0.000907,0.00320309,P2PKH,normal,2,2,2,4,571.5,339.0,804.0
TX_000411,2026-03-06 07:50:16,wallet_024,wallet_089,0.03583543,0.00018898,0.00527355,P2WPKH,normal,1,1,1,2,359.0,359.0,359.0
TX_000412,2026-03-06 07:59:13,wallet_022,wallet_093,0.08559513,0.00024213,0.00282878,P2PKH,normal,2,2,2,4,743.5,685.0,802.0
TX_000413,2026-03-06 08:24:46,wallet_087,wallet_093,0.44430694,0.00061156,0.00137644,P2PKH,normal,4,4,4,8,1568.75,630.0,2255.0
TX_000414,2026-03-06 08:37:51,wallet_037,wallet_097,0.0272068,0.00015251,0.00560558,P2PKH,normal,5,5,5,9,1358.4,438.0,2371.0
TX_000415,2026-03-06 08:59:48,wallet_069,wallet_031,0.25016989,0.00045437,0.00181625,P2WPKH,normal,3,3,3,6,582.67,141.0,1115.0
TX_000416,2026-03-06 09:04:48,wallet_061,wallet_025,0.27660747,0.00057622,0.00208317,P2WPKH,normal,4,4,4,8,1490.25,769.0,2188.0
TX_000417,2026-03-06 09:05:36,wallet_057,wallet_060,0.4625874,0.00184033,0.00397834,P2SH,normal,2,2,2,4,461.0,187.0,735.0
TX_000418,2026-03-06 09:06:49,wallet_065,wallet_068,0.03604396,0.00012755,0.00353873,P2PKH,normal,4,4,4,8,1242.25,516.0,2110.0
TX_000419,2026-03-06 09:20:42,wallet_026,wallet_078,0.02937919,7.286e-05,0.00247999,P2PKH,normal,5,4,5,8,1564.8,640.0,2431.0
TX_000420,2026-03-06 09:50:20,wallet_083,wallet_062,0.72945809,0.00324734,0.00445172,P2SH,normal,5,5,5,10,1085.0,643.0,1806.0
TX_000421,2026-03-06 09:52:45,wallet_014,wallet_092,0.27687601,0.0012253,0.00442545,P2WPKH,normal,5,4,5,9,650.2,102.0,1512.0
TX_000422,2026-03-06 10:06:36,wallet_037,wallet_011,0.14929624,0.00062319,0.00417418,P2PKH,normal,2,2,2,4,612.0,317.0,907.0
TX_000423,2026-03-06 10:30:05,wallet_066,wallet_019,0.03440536,0.00019354,0.00562529,P2PKH,normal,2,2,2,4,807.0,557.0,1057.0
TX_000424,2026-03-06 11:04:26,wallet_029,wallet_058,0.13800607,0.00066201,0.00479696,P2WPKH,normal,3,3,3,5,653.33,105.0,1225.0
TX_000425,2026-03-06 11:36:43,wallet_054,wallet_007,0.06048638,0.00017355,0.00286924,P2PKH,normal,2,2,2,4,813.5,593.0,1034.0
TX_000426,2026-03-06 11:54:43,wallet_050,wallet_011,0.68070858,0.00136858,0.00201052,P2PKH,normal,5,5,5,10,1849.8,702.0,3247.0
TX_000427,2026-03-06 12:03:50,wallet_013,wallet_092,0.04581162,0.00020048,0.00437618,P2SH,normal,5,5,5,10,670.8,156.0,1248.0
TX_000428,2026-03-06 12:19:36,wallet_018,wallet_005,0.17007866,0.00030609,0.0017997,P2WPKH,normal,2,2,2,4,475.5,309.0,642.0
TX_000429,2026-03-06 13:01:01,wallet_090,wallet_018,0.59454327,0.00232016,0.00390242,P2PKH,normal,1,1,1,2,333.0,333.0,333.0
TX_000430,2026-03-06 13:22:41,wallet_079,wallet_001,0.46878753,0.00217769,0.00464537,P2PKH,normal,1,1,1,2,314.0,314.0,314.0
TX_000431,2026-03-06 13:46:25,wallet_028,wallet_020,0.12944578,0.00041104,0.00317538,P2SH,normal,2,2,2,4,975.5,674.0,1277.0
TX_000432,2026-03-06 14:00:01,wallet_068,wallet_055,0.47688971,0.00035751,0.00074967,P2PKH,normal,1,1,1,2,502.0,502.0,502.0
TX_000433,2026-03-06 14:05:11,wallet_039,wallet_016,0.59581902,0.00024899,0.0004179,P2PKH,normal,1,1,1,2,635.0,635.0,635.0
TX_000434,2026-03-06 14:06:02,wallet_080,wallet_059,0.26200733,0.00015683,0.00059857,P2WPKH,normal,4,4,4,7,681.0,202.0,1167.0
TX_000435,2026-03-06 14:30:06,wallet_064,wallet_077,0.38135205,0.00108982,0.00285778,P2SH,normal,4,4,4,8,700.5,174.0,1162.0
TX_000436,2026-03-06 15:41:06,wallet_074,wallet_031,0.17274706,0.00067549,0.00391028,P2PKH,normal,3,3,3,6,1309.0,762.0,1706.0
TX_000437,2026-03-06 16:39:00,wallet_001,wallet_079,0.86492137,0.00163177,0.00188661,P2SH,normal,1,1,1,2,603.0,603.0,603.0
TX_000438,2026-03-06 17:16:23,wallet_024,wallet_086,0.20260461,0.00073364,0.00362104,P2SH,normal,4,3,4,7,1067.0,66.0,1775.0
TX_000439,2026-03-06 17:24:14,wallet_047,wallet_009,0.04132896,0.00024721,0.00598152,P2SH,normal,2,2,2,4,598.0,550.0,646.0
TX_000440,2026-03-06 17:26:58,wallet_065,wallet_071,0.40707412,0.00013127,0.00032247,P2WPKH,normal,1,1,1,2,364.0,364.0,364.0
TX_000441,2026-03-06 17:28:44,wallet_006,wallet_082,0.06386512,0.00017746,0.00277867,P2PKH,normal,1,1,1,2,158.0,158.0,158.0
TX_000442,2026-03-06 17:54:42,wallet_096,wallet_003,1.03408005,0.0019628,0.00189811,P2PKH,normal,2,2,2,4,861.0,486.0,1236.0
TX_000443,2026-03-06 17:56:13,wallet_031,wallet_094,0.36607556,0.0012653,0.00345639,P2PKH,normal,2,2,2,4,261.0,96.0,426.0
TX_000444,2026-03-06 18:27:39,wallet_075,wallet_095,0.02202402,0.00013386,0.00607791,P2PKH,normal,3,3,3,6,762.0,616.0,868.0
TX_000445,2026-03-06 18:35:29,wallet_046,wallet_070,0.63211624,0.00116182,0.00183798,P2SH,normal,1,1,1,2,773.0,773.0,773.0
TX_000446,2026-03-06 18:54:47,wallet_100,wallet_088,0.31337292,0.00079478,0.00253621,P2SH,normal,4,4,4,8,1744.75,758.0,2777.0
TX_000447,2026-03-06 19:00:15,wallet_081,wallet_024,0.52522923,0.00219101,0.00417153,P2PKH,normal,1,1,1,2,621.0,621.0,621.0
TX_000448,2026-03-06 19:32:29,wallet_100,wallet_059,0.23608123,0.00011639,0.00049301,P2PKH,normal,5,4,5,8,1225.2,420.0,1830.0
TX_000449,2026-03-06 21:36:17,wallet_026,wallet_006,0.96831788,0.00164426,0.00169806,P2PKH,normal,4,4,4,8,583.0,94.0,1338.0
TX_000450,2026-03-06 21:46:43,wallet_051,wallet_070,0.09826198,0.00028776,0.0029285,P2PKH,normal,1,1,1,2,292.0,292.0,292.0
